state,date,death,hospitalized,positive
TN,2020-04-18,145,719,6762
TX,2020-04-18,453,,18260
UT,2020-04-18,25,251,2931
VA,2020-04-18,258,1221,8053
VI,2020-04-18,3,,53
VT,2020-04-18,38,,802
WA,2020-04-18,598,,12014
WI,2020-04-18,211,1176,5013
WV,2020-04-18,16,,785
WY,2020-04-18,2,50,422
AK,2020-04-17,9,37,309
AL,2020-04-17,144,594,4530
AR,2020-04-17,37,130,1695
AS,2020-04-17,0,,0
AZ,2020-04-17,169,1289,4507
CA,2020-04-17,985,,27528
CO,2020-04-17,391,1755,9047
CT,2020-04-17,1036,,16809
DC,2020-04-17,86,,2476
DE,2020-04-17,76,,2323
FL,2020-04-17,699,3665,22823
GA,2020-04-17,650,3324,17194
GU,2020-04-17,5,,133
HI,2020-04-17,9,45,541
IA,2020-04-17,64,,2332
ID,2020-04-17,41,148,1609
IL,2020-04-17,1134,,27575
IN,2020-04-17,519,,10154
KS,2020-04-17,84,375,1705
KY,2020-04-17,129,971,2429
LA,2020-04-17,1213,,23118
MA,2020-04-17,1822,3756,34402
MD,2020-04-17,541,2612,11572
ME,2020-04-17,29,133,827
MI,2020-04-17,2984,,36320
MN,2020-04-17,111,518,2668
MO,2020-04-17,165,,5283
MP,2020-04-17,2,,13
MS,2020-04-17,140,736,3793
MT,2020-04-17,8,54,422
NC,2020-04-17,152,,5859
ND,2020-04-17,9,47,438
NE,2020-04-17,24,,1066
NH,2020-04-17,37,190,1287
NJ,2020-04-17,4853,,78467
NM,2020-04-17,51,242,1711
NV,2020-04-17,162,,3524
NY,2020-04-17,12822,,229642
OH,2020-04-17,418,2424,9107
OK,2020-04-17,136,528,2465
OR,2020-04-17,64,414,1736
PA,2020-04-17,756,,29441
PR,2020-04-17,58,,1068
RI,2020-04-17,118,331,4585
SC,2020-04-17,109,675,3931
SD,2020-04-17,7,63,1411
TN,2020-04-17,142,711,6589
TX,2020-04-17,428,,17371
UT,2020-04-17,23,244,2805
VA,2020-04-17,231,1114,7491
VI,2020-04-17,2,,51
VT,2020-04-17,35,,792
WA,2020-04-17,585,,11705
WI,2020-04-17,205,1153,4839
WV,2020-04-17,13,,754
WY,2020-04-17,2,43,412
AK,2020-04-16,9,36,300
AL,2020-04-16,133,553,4345
AR,2020-04-16,37,130,1620
AS,2020-04-16,0,,0
AZ,2020-04-16,150,1258,4234
CA,2020-04-16,890,,26182
CO,2020-04-16,374,1693,8675
CT,2020-04-16,971,,15884
DC,2020-04-16,81,,2350
DE,2020-04-16,70,,2075
FL,2020-04-16,646,3460,21624
GA,2020-04-16,587,3108,15669
GU,2020-04-16,5,,133
HI,2020-04-16,9,45,530
IA,2020-04-16,60,,2141
ID,2020-04-16,41,143,1587
IL,2020-04-16,1072,,25733
IN,2020-04-16,477,,9542
KS,2020-04-16,80,359,1588
KY,2020-04-16,122,807,2291
LA,2020-04-16,1156,,22532
MA,2020-04-16,1667,3726,32181
MD,2020-04-16,499,2451,10784
ME,2020-04-16,27,130,796
MI,2020-04-16,2841,,35455
MN,2020-04-16,94,475,2486
MO,2020-04-16,152,,5111
MP,2020-04-16,2,,13
MS,2020-04-16,129,682,3624
MT,2020-04-16,7,52,415
NC,2020-04-16,131,,5465
ND,2020-04-16,9,45,392
NE,2020-04-16,21,,952
NH,2020-04-16,34,187,1211
NJ,2020-04-16,4489,,75317
NM,2020-04-16,44,230,1597
NV,2020-04-16,158,,3321
NY,2020-04-16,12192,,222284
OH,2020-04-16,389,2331,8414
OK,2020-04-16,131,528,2357
OR,2020-04-16,58,401,1663
PA,2020-04-16,707,,27735
PR,2020-04-16,56,,1043
RI,2020-04-16,105,331,4295
SC,2020-04-16,107,675,3656
SD,2020-04-16,7,55,1311
TN,2020-04-16,141,691,6262
TX,2020-04-16,393,,16455
UT,2020-04-16,21,238,2683
VA,2020-04-16,208,1048,6889
VI,2020-04-16,1,,51
VT,2020-04-16,35,,779
WA,2020-04-16,571,,11376
WI,2020-04-16,197,1121,4636
WV,2020-04-16,13,,739
WY,2020-04-16,2,43,401
AK,2020-04-15,9,33,293
AL,2020-04-15,121,525,4113
AR,2020-04-15,33,130,1569
AS,2020-04-15,0,,0
AZ,2020-04-15,142,1213,3962
CA,2020-04-15,821,,24424
CO,2020-04-15,357,1636,8280
CT,2020-04-15,868,,14755
DC,2020-04-15,72,,2197
DE,2020-04-15,67,,2014
FL,2020-04-15,609,3344,20727
GA,2020-04-15,552,2922,14987
GU,2020-04-15,5,,133
HI,2020-04-15,9,45,517
IA,2020-04-15,53,,1995
ID,2020-04-15,39,141,1538
IL,2020-04-15,948,,24593
IN,2020-04-15,436,,8955
KS,2020-04-15,76,342,1494
KY,2020-04-15,115,687,2210
LA,2020-04-15,1103,,21951
MA,2020-04-15,1502,3637,29918
MD,2020-04-15,469,2231,10032
ME,2020-04-15,24,126,770
MI,2020-04-15,2672,,34533
MN,2020-04-15,87,445,2321
MO,2020-04-15,147,,4895
MP,2020-04-15,2,,13
MS,2020-04-15,122,645,3360
MT,2020-04-15,7,51,404
NC,2020-04-15,117,,5123
ND,2020-04-15,9,44,364
NE,2020-04-15,20,,901
NH,2020-04-15,32,178,1139
NJ,2020-04-15,4068,,71030
NM,2020-04-15,36,215,1484
NV,2020-04-15,150,,3211
NY,2020-04-15,11586,,213779
OH,2020-04-15,361,2237,7791
OK,2020-04-15,123,510,2263
OR,2020-04-15,55,381,1633
PA,2020-04-15,647,,26490
PR,2020-04-15,51,,974
RI,2020-04-15,87,331,3903
SC,2020-04-15,107,675,3656
SD,2020-04-15,6,51,1168
TN,2020-04-15,135,663,6079
TX,2020-04-15,364,,15492
UT,2020-04-15,20,221,2542
VA,2020-04-15,195,978,6500
VI,2020-04-15,1,,51
VT,2020-04-15,30,,770
WA,2020-04-15,551,,11074
WI,2020-04-15,182,1091,4453
WV,2020-04-15,10,,702
WY,2020-04-15,2,43,393
AK,2020-04-14,9,33,285
AL,2020-04-14,110,493,3876
AR,2020-04-14,30,130,1480
AS,2020-04-14,0,,0
AZ,2020-04-14,131,1171,3806
CA,2020-04-14,758,,23338
CO,2020-04-14,329,1556,7941
CT,2020-04-14,671,,13989
DC,2020-04-14,67,,2058
DE,2020-04-14,60,,1761
FL,2020-04-14,537,3060,20135
GA,2020-04-14,501,2769,14223
GU,2020-04-14,5,,133
HI,2020-04-14,9,44,504
IA,2020-04-14,49,,1899
ID,2020-04-14,33,135,1499
IL,2020-04-14,868,,23247
IN,2020-04-14,388,,8527
KS,2020-04-14,69,327,1426
KY,2020-04-14,104,673,2048
LA,2020-04-14,1013,,21518
MA,2020-04-14,1329,3616,28163
MD,2020-04-14,421,2122,9472
ME,2020-04-14,20,124,734
MI,2020-04-14,2532,,33613
MN,2020-04-14,79,405,2165
MO,2020-04-14,133,,4686
MP,2020-04-14,2,,13
MS,2020-04-14,111,596,3087
MT,2020-04-14,7,50,399
NC,2020-04-14,108,,5024
ND,2020-04-14,9,42,341
NE,2020-04-14,18,,871
NH,2020-04-14,27,163,1091
NJ,2020-04-14,3659,,68824
NM,2020-04-14,36,181,1345
NV,2020-04-14,141,,3088
NY,2020-04-14,10834,,202208
OH,2020-04-14,324,2156,7280
OK,2020-04-14,108,488,2184
OR,2020-04-14,53,369,1584
PA,2020-04-14,584,,25345
PR,2020-04-14,45,,923
RI,2020-04-14,80,331,3596
SC,2020-04-14,97,675,3553
SD,2020-04-14,6,45,988
TN,2020-04-14,124,633,5823
TX,2020-04-14,318,,14624
UT,2020-04-14,19,213,2412
VA,2020-04-14,154,903,6171
VI,2020-04-14,1,,51
VT,2020-04-14,29,,761
WA,2020-04-14,542,,10703
WI,2020-04-14,170,1049,4246
WV,2020-04-14,9,,640
WY,2020-04-14,1,43,383
AK,2020-04-13,8,33,277
AL,2020-04-13,99,457,3734
AR,2020-04-13,30,130,1410
AS,2020-04-13,0,,0
AZ,2020-04-13,122,1122,3702
CA,2020-04-13,687,,22348
CO,2020-04-13,308,1493,7691
CT,2020-04-13,602,,13381
DC,2020-04-13,53,,1955
DE,2020-04-13,53,,1625
FL,2020-04-13,483,2833,19213
GA,2020-04-13,464,2589,13315
GU,2020-04-13,5,,133
HI,2020-04-13,9,44,499
IA,2020-04-13,43,,1710
ID,2020-04-13,27,132,1458
IL,2020-04-13,794,,22025
IN,2020-04-13,350,,8236
KS,2020-04-13,62,309,1376
KY,2020-04-13,97,667,1963
LA,2020-04-13,884,,21016
MA,2020-04-13,1211,3485,26867
MD,2020-04-13,384,1975,8936
ME,2020-04-13,19,124,698
MI,2020-04-13,2391,,32702
MN,2020-04-13,70,361,2012
MO,2020-04-13,114,,4388
MP,2020-04-13,2,,11
MS,2020-04-13,98,549,2942
MT,2020-04-13,7,47,394
NC,2020-04-13,86,,4816
ND,2020-04-13,8,40,331
NE,2020-04-13,17,,814
NH,2020-04-13,23,152,1020
NJ,2020-04-13,3248,,64584
NM,2020-04-13,31,181,1245
NV,2020-04-13,133,,2971
NY,2020-04-13,10056,,195031
OH,2020-04-13,274,2033,6975
OK,2020-04-13,99,457,2069
OR,2020-04-13,52,359,1527
PA,2020-04-13,524,,24199
PR,2020-04-13,45,,903
RI,2020-04-13,73,331,3329
SC,2020-04-13,82,496,3319
SD,2020-04-13,6,44,868
TN,2020-04-13,109,579,5610
TX,2020-04-13,287,,13906
UT,2020-04-13,18,201,2363
VA,2020-04-13,149,872,5747
VI,2020-04-13,1,,51
VT,2020-04-13,28,,754
WA,2020-04-13,526,,10613
WI,2020-04-13,154,993,4080
WV,2020-04-13,9,,626
WY,2020-04-13,1,41,373
AK,2020-04-12,8,33,272
AL,2020-04-12,93,437,3525
AR,2020-04-12,27,130,1280
AS,2020-04-12,0,,0
AZ,2020-04-12,115,1074,3539
CA,2020-04-12,651,,21794
CO,2020-04-12,290,1417,7303
CT,2020-04-12,554,,12035
DC,2020-04-12,50,,1875
DE,2020-04-12,48,,1479
FL,2020-04-12,465,2772,18404
GA,2020-04-12,433,2505,12452
GU,2020-04-12,5,,133
HI,2020-04-12,8,44,486
IA,2020-04-12,41,,1587
ID,2020-04-12,27,131,1437
IL,2020-04-12,720,,20852
IN,2020-04-12,343,,7928
KS,2020-04-12,56,298,1337
KY,2020-04-12,94,459,1840
LA,2020-04-12,840,,20595
MA,2020-04-12,1056,2514,25475
MD,2020-04-12,335,1860,8225
ME,2020-04-12,19,120,633
MI,2020-04-12,2249,,31666
MN,2020-04-12,70,361,1864
MO,2020-04-12,110,,4160
MP,2020-04-12,2,,11
MS,2020-04-12,96,548,2781
MT,2020-04-12,6,47,387
NC,2020-04-12,81,,4520
ND,2020-04-12,8,39,308
NE,2020-04-12,17,,791
NH,2020-04-12,23,152,985
NJ,2020-04-12,3084,,61850
NM,2020-04-12,26,,1174
NV,2020-04-12,128,,2836
NY,2020-04-12,9385,,188694
OH,2020-04-12,253,1948,6604
OK,2020-04-12,96,446,1970
OR,2020-04-12,51,338,1447
PA,2020-04-12,507,,22833
PR,2020-04-12,44,,897
RI,2020-04-12,63,,3142
SC,2020-04-12,82,496,3319
SD,2020-04-12,6,43,730
TN,2020-04-12,101,567,5308
TX,2020-04-12,271,,13484
UT,2020-04-12,18,195,2303
VA,2020-04-12,141,837,5274
VI,2020-04-12,1,,51
VT,2020-04-12,27,,733
WA,2020-04-12,509,,10458
WI,2020-04-12,144,974,3964
WV,2020-04-12,8,,611
WY,2020-04-12,0,40,364
AK,2020-04-11,8,32,257
AL,2020-04-11,91,402,3191
AR,2020-04-11,24,130,1226
AS,2020-04-11,0,,0
AZ,2020-04-11,108,1037,3393
CA,2020-04-11,609,,20615
CO,2020-04-11,274,1376,6893
CT,2020-04-11,494,,11510
DC,2020-04-11,47,,1778
DE,2020-04-11,43,,1479
FL,2020-04-11,438,2661,17340
GA,2020-04-11,428,2479,12159
GU,2020-04-11,5,,133
HI,2020-04-11,8,43,465
IA,2020-04-11,34,,1510
ID,2020-04-11,25,128,1423
IL,2020-04-11,677,,19180
IN,2020-04-11,330,,7435
KS,2020-04-11,55,293,1268
KY,2020-04-11,90,459,1693
LA,2020-04-11,806,,20014
MA,2020-04-11,946,2507,22860
MD,2020-04-11,298,1709,7694
ME,2020-04-11,19,114,616
MI,2020-04-11,2081,,30980
MN,2020-04-11,64,340,1806
MO,2020-04-11,109,,4024
MP,2020-04-11,2,,11
MS,2020-04-11,93,528,2642
MT,2020-04-11,6,46,377
NC,2020-04-11,80,,4312
ND,2020-04-11,7,36,293
NE,2020-04-11,17,,700
NH,2020-04-11,23,146,929
NJ,2020-04-11,2844,,58151
NM,2020-04-11,20,,1091
NV,2020-04-11,125,,2700
NY,2020-04-11,8627,,180458
OH,2020-04-11,247,1859,6250
OK,2020-04-11,94,446,1868
OR,2020-04-11,48,326,1371
PA,2020-04-11,494,,21655
PR,2020-04-11,42,,788
RI,2020-04-11,56,,2853
SC,2020-04-11,80,496,3207
SD,2020-04-11,6,33,626
TN,2020-04-11,101,556,5114
TX,2020-04-11,254,,12561
UT,2020-04-11,18,190,2206
VA,2020-04-11,130,772,5077
VI,2020-04-11,1,,51
VT,2020-04-11,25,,713
WA,2020-04-11,494,,10149
WI,2020-04-11,137,950,3822
WV,2020-04-11,5,,577
WY,2020-04-11,0,37,343
AK,2020-04-10,7,30,246
AL,2020-04-10,80,368,2968
AR,2020-04-10,23,130,1171
AS,2020-04-10,0,,0
AZ,2020-04-10,97,995,3112
CA,2020-04-10,541,,19472
CO,2020-04-10,250,1312,6510
CT,2020-04-10,448,,10538
DC,2020-04-10,38,,1660
DE,2020-04-10,36,,1326
FL,2020-04-10,390,2487,16252
GA,2020-04-10,416,2351,11483
GU,2020-04-10,4,,130
HI,2020-04-10,6,42,442
IA,2020-04-10,31,,1388
ID,2020-04-10,24,127,1365
IL,2020-04-10,596,,17887
IN,2020-04-10,300,,6907
KS,2020-04-10,50,274,1166
KY,2020-04-10,90,459,1693
LA,2020-04-10,755,,19253
MA,2020-04-10,832,2435,20974
MD,2020-04-10,255,1413,6968
ME,2020-04-10,17,111,586
MI,2020-04-10,1917,,30172
MN,2020-04-10,57,317,1732
MO,2020-04-10,96,,3799
MP,2020-04-10,2,,11
MS,2020-04-10,82,482,2469
MT,2020-04-10,6,41,365
NC,2020-04-10,74,,3908
ND,2020-04-10,6,36,278
NE,2020-04-10,15,,635
NH,2020-04-10,22,134,885
NJ,2020-04-10,2521,,54588
NM,2020-04-10,19,,989
NV,2020-04-10,120,,2584
NY,2020-04-10,7844,,170512
OH,2020-04-10,231,1755,5878
OK,2020-04-10,88,428,1794
OR,2020-04-10,44,326,1321
PA,2020-04-10,416,,19979
PR,2020-04-10,39,,725
RI,2020-04-10,49,,2573
SC,2020-04-10,72,496,3065
SD,2020-04-10,6,29,536
TN,2020-04-10,98,536,4862
TX,2020-04-10,226,,11671
UT,2020-04-10,17,183,2102
VA,2020-04-10,121,685,4509
VI,2020-04-10,1,,50
VT,2020-04-10,24,,680
WA,2020-04-10,476,,9786
WI,2020-04-10,128,904,3665
WV,2020-04-10,5,,554
WY,2020-04-10,0,37,340
AK,2020-04-09,7,30,235
AL,2020-04-09,74,333,2769
AR,2020-04-09,21,130,1119
AS,2020-04-09,0,,0
AZ,2020-04-09,89,950,3018
CA,2020-04-09,492,,18309
CO,2020-04-09,226,1221,6202
CT,2020-04-09,380,,9784
DC,2020-04-09,32,,1523
DE,2020-04-09,34,,1207
FL,2020-04-09,354,2268,15219
GA,2020-04-09,379,2159,10566
GU,2020-04-09,4,,128
HI,2020-04-09,5,42,435
IA,2020-04-09,29,,1270
ID,2020-04-09,18,113,1231
IL,2020-04-09,528,,16422
IN,2020-04-09,245,,6351
KS,2020-04-09,42,263,1106
KY,2020-04-09,73,,1346
LA,2020-04-09,702,,18283
MA,2020-04-09,725,2302,18941
MD,2020-04-09,221,1348,6185
ME,2020-04-09,16,105,560
MI,2020-04-09,1756,,29096
MN,2020-04-09,50,293,1637
MO,2020-04-09,77,,3539
MP,2020-04-09,2,,11
MS,2020-04-09,76,441,2260
MT,2020-04-09,6,36,354
NC,2020-04-09,65,,3651
ND,2020-04-09,5,34,269
NE,2020-04-09,14,,567
NH,2020-04-09,21,124,819
NJ,2020-04-09,2236,,51027
NM,2020-04-09,19,,865
NV,2020-04-09,110,,2456
NY,2020-04-09,7067,,159937
OH,2020-04-09,213,1612,5512
OK,2020-04-09,80,415,1684
OR,2020-04-09,33,324,1239
PA,2020-04-09,338,,18228
PR,2020-04-09,33,,683
RI,2020-04-09,43,,2169
SC,2020-04-09,67,241,2792
SD,2020-04-09,6,27,447
TN,2020-04-09,94,505,4634
TX,2020-04-09,199,,10230
UT,2020-04-09,13,168,1976
VA,2020-04-09,109,563,4042
VI,2020-04-09,1,,46
VT,2020-04-09,23,,631
WA,2020-04-09,459,,9440
WI,2020-04-09,111,843,3443
WV,2020-04-09,5,,523
WY,2020-04-09,0,34,320
AK,2020-04-08,7,28,226
AL,2020-04-08,66,314,2369
AR,2020-04-08,18,130,1000
AS,2020-04-08,0,,0
AZ,2020-04-08,80,906,2726
CA,2020-04-08,442,,16957
CO,2020-04-08,193,1162,5655
CT,2020-04-08,277,,7781
DC,2020-04-08,27,,1440
DE,2020-04-08,32,,928
FL,2020-04-08,309,2062,14173
GA,2020-04-08,362,1993,9901
GU,2020-04-08,4,,125
HI,2020-04-08,5,42,410
IA,2020-04-08,27,193,1145
ID,2020-04-08,15,93,1209
IL,2020-04-08,462,,15078
IN,2020-04-08,203,,5943
KS,2020-04-08,38,223,1046
KY,2020-04-08,65,,1149
LA,2020-04-08,652,,17030
MA,2020-04-08,615,2119,16790
MD,2020-04-08,191,1210,5529
ME,2020-04-08,14,101,537
MI,2020-04-08,1600,,28064
MN,2020-04-08,39,271,1534
MO,2020-04-08,58,,3327
MP,2020-04-08,2,,11
MS,2020-04-08,67,410,2003
MT,2020-04-08,6,31,332
NC,2020-04-08,53,,3426
ND,2020-04-08,4,34,251
NE,2020-04-08,12,,519
NH,2020-04-08,18,118,788
NJ,2020-04-08,1969,,47437
NM,2020-04-08,16,,794
NV,2020-04-08,101,,2318
NY,2020-04-08,6268,,149316
OH,2020-04-08,193,1495,5148
OK,2020-04-08,79,390,1524
OR,2020-04-08,33,324,1181
PA,2020-04-08,309,,16239
PR,2020-04-08,24,,620
RI,2020-04-08,35,,1890
SC,2020-04-08,63,241,2552
SD,2020-04-08,6,26,393
TN,2020-04-08,79,449,4362
TX,2020-04-08,177,,9353
UT,2020-04-08,13,158,1846
VA,2020-04-08,75,563,3645
VI,2020-04-08,1,,45
VT,2020-04-08,23,50,608
WA,2020-04-08,443,,9027
WI,2020-04-08,99,790,3279
WV,2020-04-08,4,,462
WY,2020-04-08,0,33,303
AK,2020-04-07,6,26,213
AL,2020-04-07,56,271,2119
AR,2020-04-07,16,148,946
AS,2020-04-07,0,,0
AZ,2020-04-07,73,853,2575
CA,2020-04-07,374,,15865
CO,2020-04-07,179,1079,5429
CT,2020-04-07,277,,7781
DC,2020-04-07,22,,1211
DE,2020-04-07,28,,928
FL,2020-04-07,296,1999,13167
GA,2020-04-07,329,1774,8818
GU,2020-04-07,4,,121
HI,2020-04-07,5,26,387
IA,2020-04-07,26,193,1048
ID,2020-04-07,13,83,1169
IL,2020-04-07,380,,13549
IN,2020-04-07,173,,5507
KS,2020-04-07,27,223,900
KY,2020-04-07,59,,1008
LA,2020-04-07,582,,16284
MA,2020-04-07,515,1831,15202
MD,2020-04-07,160,1106,4371
ME,2020-04-07,12,99,519
MI,2020-04-07,1449,,26964
MN,2020-04-07,34,242,1432
MO,2020-04-07,53,,3037
MP,2020-04-07,2,,8
MS,2020-04-07,59,377,1915
MT,2020-04-07,6,28,319
NC,2020-04-07,46,,3221
ND,2020-04-07,4,33,237
NE,2020-04-07,10,,447
NH,2020-04-07,13,108,747
NJ,2020-04-07,1631,,44416
NM,2020-04-07,13,,686
NV,2020-04-07,91,,2087
NY,2020-04-07,5489,,138863
OH,2020-04-07,167,1354,4782
OK,2020-04-07,67,376,1472
OR,2020-04-07,27,258,1132
PA,2020-04-07,240,,14559
PR,2020-04-07,23,,573
RI,2020-04-07,30,,1617
SC,2020-04-07,51,241,2417
SD,2020-04-07,6,23,320
TN,2020-04-07,72,408,4138
TX,2020-04-07,154,,8261
UT,2020-04-07,13,148,1738
VA,2020-04-07,63,497,3333
VI,2020-04-07,1,,43
VT,2020-04-07,23,45,575
WA,2020-04-07,429,,8632
WI,2020-04-07,92,745,3064
WV,2020-04-07,4,,412
WY,2020-04-07,0,33,216
AK,2020-04-06,6,25,191
AL,2020-04-06,50,240,1968
AR,2020-04-06,16,137,875
AS,2020-04-06,0,,0
AZ,2020-04-06,65,819,2456
CA,2020-04-06,343,,14336
CO,2020-04-06,150,994,5172
CT,2020-04-06,206,,6906
DC,2020-04-06,24,,1097
DE,2020-04-06,24,,673
FL,2020-04-06,236,1682,12008
GA,2020-04-06,229,1332,7314
GU,2020-04-06,4,,113
HI,2020-04-06,4,21,371
IA,2020-04-06,25,179,946
ID,2020-04-06,10,77,1100
IL,2020-04-06,307,,12262
IN,2020-04-06,139,,4944
KS,2020-04-06,25,198,845
KY,2020-04-06,45,,955
LA,2020-04-06,512,,14867
MA,2020-04-06,448,1667,13837
MD,2020-04-06,138,1059,4045
ME,2020-04-06,10,92,499
MI,2020-04-06,1291,,25785
MN,2020-04-06,30,223,1330
MO,2020-04-06,39,,2722
MP,2020-04-06,1,,8
MS,2020-04-06,51,475,1738
MT,2020-04-06,6,24,299
NC,2020-04-06,33,,2870
ND,2020-04-06,3,32,225
NE,2020-04-06,8,,409
NH,2020-04-06,9,103,715
NJ,2020-04-06,1334,,41090
NM,2020-04-06,12,,624
NV,2020-04-06,79,,1953
NY,2020-04-06,4758,,130689
OH,2020-04-06,142,1214,4450
OK,2020-04-06,51,340,1327
OR,2020-04-06,27,258,1068
PA,2020-04-06,162,1145,12980
PR,2020-04-06,21,,513
RI,2020-04-06,27,,1356
SC,2020-04-06,44,241,2049
SD,2020-04-06,4,23,288
TN,2020-04-06,65,352,3802
TX,2020-04-06,140,,7273
UT,2020-04-06,13,138,1675
VA,2020-04-06,54,431,2878
VI,2020-04-06,1,,43
VT,2020-04-06,23,45,543
WA,2020-04-06,407,,8461
WI,2020-04-06,77,668,2866
WV,2020-04-06,4,,345
WY,2020-04-06,0,23,210
AK,2020-04-05,6,21,185
AL,2020-04-05,45,231,1796
AR,2020-04-05,16,130,830
AS,2020-04-05,0,,0
AZ,2020-04-05,64,760,2269
CA,2020-04-05,319,,13438
CO,2020-04-05,140,924,4950
CT,2020-04-05,189,,5675
DC,2020-04-05,22,,998
DE,2020-04-05,19,,673
FL,2020-04-05,218,1572,11245
GA,2020-04-05,211,1283,6647
GU,2020-04-05,4,,112
HI,2020-04-05,4,19,351
IA,2020-04-05,22,165,868
ID,2020-04-05,10,66,1076
IL,2020-04-05,274,,11256
IN,2020-04-05,127,,4411
KS,2020-04-05,22,183,747
KY,2020-04-05,40,,917
LA,2020-04-05,477,,13010
MA,2020-04-05,370,1632,12500
MD,2020-04-05,122,936,3609
ME,2020-04-05,10,86,470
MI,2020-04-05,1150,,24458
MN,2020-04-05,29,202,1217
MO,2020-04-05,34,,2367
MP,2020-04-05,1,,8
MS,2020-04-05,43,475,1638
MT,2020-04-05,6,24,286
NC,2020-04-05,31,,2585
ND,2020-04-05,3,31,207
NE,2020-04-05,8,,363
NH,2020-04-05,9,92,669
NJ,2020-04-05,1184,,37505
NM,2020-04-05,12,,543
NV,2020-04-05,76,,1836
NY,2020-04-05,4159,,122031
OH,2020-04-05,119,1104,4043
OK,2020-04-05,46,330,1252
OR,2020-04-05,26,239,999
PA,2020-04-05,150,1072,11510
PR,2020-04-05,20,,475
RI,2020-04-05,25,,1150
SC,2020-04-05,44,241,2049
SD,2020-04-05,2,22,240
TN,2020-04-05,44,328,3633
TX,2020-04-05,127,,6793
UT,2020-04-05,8,124,1605
VA,2020-04-05,51,390,2637
VI,2020-04-05,1,,42
VT,2020-04-05,22,45,512
WA,2020-04-05,386,,8254
WI,2020-04-05,68,624,2643
WV,2020-04-05,3,,324
WY,2020-04-05,0,23,197
AK,2020-04-04,5,17,171
AL,2020-04-04,43,212,1580
AR,2020-04-04,14,106,743
AS,2020-04-04,0,,0
AZ,2020-04-04,52,711,2019
CA,2020-04-04,276,,12026
CO,2020-04-04,126,875,4565
CT,2020-04-04,165,,5276
DC,2020-04-04,21,,902
DE,2020-04-04,17,,593
FL,2020-04-04,191,1462,10097
GA,2020-04-04,201,1239,6160
GU,2020-04-04,4,,93
HI,2020-04-04,3,18,319
IA,2020-04-04,14,153,786
ID,2020-04-04,10,62,1012
IL,2020-04-04,243,,10357
IN,2020-04-04,116,,3953
KS,2020-04-04,21,172,698
KY,2020-04-04,37,,831
LA,2020-04-04,409,,12496
MA,2020-04-04,304,1370,11736
MD,2020-04-04,101,821,3125
ME,2020-04-04,10,83,456
MI,2020-04-04,1030,,23581
MN,2020-04-04,24,180,1158
MO,2020-04-04,24,,2291
MP,2020-04-04,1,,8
MS,2020-04-04,35,436,1455
MT,2020-04-04,5,24,265
NC,2020-04-04,24,,2402
ND,2020-04-04,3,30,186
NE,2020-04-04,6,,321
NH,2020-04-04,9,86,621
NJ,2020-04-04,1058,,34124
NM,2020-04-04,11,,495
NV,2020-04-04,70,,1742
NY,2020-04-04,3565,,113704
OH,2020-04-04,102,1006,3739
OK,2020-04-04,42,316,1159
OR,2020-04-04,22,204,899
PA,2020-04-04,136,1004,10017
PR,2020-04-04,18,,452
RI,2020-04-04,17,,968
SC,2020-04-04,40,241,1917
SD,2020-04-04,2,19,212
TN,2020-04-04,43,311,3321
TX,2020-04-04,105,,6112
UT,2020-04-04,8,117,1428
VA,2020-04-04,52,312,2407
VI,2020-04-04,,,40
VT,2020-04-04,20,45,460
WA,2020-04-04,365,,7838
WI,2020-04-04,56,588,2476
WV,2020-04-04,2,,282
WY,2020-04-04,0,23,187
AK,2020-04-03,3,17,160
AL,2020-04-03,35,,1432
AR,2020-04-03,12,105,704
AS,2020-04-03,0,,0
AZ,2020-04-03,41,667,1769
CA,2020-04-03,237,,10701
CO,2020-04-03,111,823,4173
CT,2020-04-03,131,,4914
DC,2020-04-03,15,,757
DE,2020-04-03,17,,450
FL,2020-04-03,163,1287,8816
GA,2020-04-03,184,1158,5831
GU,2020-04-03,4,,84
HI,2020-04-03,2,15,285
IA,2020-04-03,11,138,699
ID,2020-04-03,9,56,890
IL,2020-04-03,210,,8904
IN,2020-04-03,102,,3437
KS,2020-04-03,17,151,620
KY,2020-04-03,31,,770
LA,2020-04-03,370,,10297
MA,2020-04-03,265,966,10402
MD,2020-04-03,84,664,2758
ME,2020-04-03,9,75,432
MI,2020-04-03,918,,22579
MN,2020-04-03,22,156,1119
MO,2020-04-03,19,,2113
MP,2020-04-03,1,,8
MS,2020-04-03,29,420,1358
MT,2020-04-03,5,24,243
NC,2020-04-03,19,,2093
ND,2020-04-03,3,29,173
NE,2020-04-03,6,,279
NH,2020-04-03,7,80,540
NJ,2020-04-03,816,,29895
NM,2020-04-03,10,,403
NV,2020-04-03,59,,1514
NY,2020-04-03,2935,,102863
OH,2020-04-03,91,895,3312
OK,2020-04-03,38,289,988
OR,2020-04-03,21,188,826
PA,2020-04-03,102,852,8420
PR,2020-04-03,15,,378
RI,2020-04-03,14,,831
SC,2020-04-03,31,241,1554
SD,2020-04-03,2,17,187
TN,2020-04-03,37,293,3067
TX,2020-04-03,90,,5324
UT,2020-04-03,7,106,1246
VA,2020-04-03,46,246,2012
VI,2020-04-03,,,38
VT,2020-04-03,17,45,390
WA,2020-04-03,338,,7439
WI,2020-04-03,37,487,2263
WV,2020-04-03,2,,237
WY,2020-04-03,0,21,162
AK,2020-04-02,3,16,149
